title,sales_price,low_estimate,high_estimate,signature,size,created,medium,auction_lot,auction_house,auction_date
Sunset and La Cienega,"$117,040","$95,870","$127,820",Signed and Dated,"60.12"" x 40.12""",1998,Acrylic / Paper,261,"Christie's London, King Street",06/29/2011
Now Then,-not sold-,"$2,393,550","$3,191,400",Signed and Dated,"64.02"" x 80.00""",1997,Acrylic / Canvas,23,"Christie's London, King Street",06/28/2011
PIG,"$141,460","$113,120","$169,680",Signed and Dated,"14.57"" x 23.07""",1970,"Gunpowder, pastel and pen and India ink / Paper",72,Grisebach,05/27/2011
Din Ho,-not sold-,"$70,000","$90,000",Signed and Dated,"15.25"" x 22.25""",1990,Dry pigment and acrylic / Paper,72063,Inquire about post-auction sale,05/24/2011-05/25/2011
Untitled,-not sold-,"$2,000","$3,000",Signed Initials,"12.00"" x 9.00""",1979,Pen / Paper,72104,Inquire about post-auction sale,05/24/2011-05/25/2011
"Inferno, 1987","$2,210,500","$1,500,000","$2,000,000",Signed and Dated,"72.00"" x 72.00""",1987,Acrylic / Canvas,7,Phillips de Pury & Co. (see Phillips),05/12/2011
Wanze,-not sold-,"$200,000","$300,000",Signed and Dated,"14.50"" x 22.50""",1967,"gunpowder, dry pigment and graphite / Paper",110,"Christie's New York, Rockefeller Center",05/12/2011
45 Degrees,"$362,500","$150,000","$250,000",Signed and Dated,"14.25"" x 23.00""",1968,Watercolor and pencil / Paper,168,"Christie's New York, Rockefeller Center",05/12/2011
Our Flag,"$3,442,500","$3,000,000","$4,000,000",Signed and Titled,"54.00"" x 120.00""",1987,Oil / Canvas,26,"Christie's New York, Rockefeller Center",05/11/2011
EL PASO TO MIAMI,"$146,500","$80,000","$120,000",Signed and Dated,"19.88"" x 24.00""",2000,Acrylic / Linen,244,Sotheby's New York,05/11/2011
STAINS,"$74,500","$60,000","$80,000",Signed and Dated,"23.00"" x 29.00""",1973,beet juice and pulp / Paper,268,Sotheby's New York,05/11/2011
HONEY...I TWISTED THROUGH MORE DAMNED TRAFFIC TO GET HERE,-not sold-,"$3,500,000","$4,500,000",Signed and Dated,"72.00"" x 72.00""",1984,Oil / Canvas,17,Sotheby's New York,05/10/2011
"Vowel #18 (A), 1996","$10,000","$8,000","$12,000",Signed and Dated,"11.50"" x 9.00""",1996,Acrylic  on cover of Thrift Store Paintings book,61,Phillips de Pury & Co. (see Phillips),04/21/2011
Me,"$25,000","$12,000","$18,000",Signed and Dated,"1.50"" x 5.75"" x 7.75""",2001,Acrylic  on a 1930s cloth-bound book: Cimarron,3,"Christie's New York, Rockefeller Center",03/10/2011
S,"$11,250","$10,000","$15,000",Signed and Dated,"9.25"" x 6.13"" x 1.00""",2001,bleach on a 1969 cloth-bound book: The Children's Doctor,4,"Christie's New York, Rockefeller Center",03/10/2011
Two Books,"$218,500","$150,000","$200,000",Signed and Dated,"20.00"" x 18.00""",2001,Oil / Canvas,192,"Christie's New York, Rockefeller Center",03/10/2011
BAJA,-not sold-,"$15,000","$20,000",unknown,"7.00"" x 4.50""",1992,bleach on book cover,59,Sotheby's New York,03/09/2011
"Busted Glass #12, 2007",not,"$30,000","$50,000",Signed and Dated,"12.13"" x 9.25""",2007,Acrylic / Board,135,Phillips de Pury & Co. (see Phillips),03/08/2011
Vowel O (From Vowels: Paintings on Book Covers),"$21,250","$12,000","$15,000",unknown,"7.13"" x 5.67""",not given,Oil on Some Los Angeles Apartments book cover,211,Los Angeles Modern Auctions (LAMA),03/06/2011
OH,"$56,130","$48,320","$64,430",Signed and Dated,"7.87"" x 18.50""",2005,Acrylic / Card,220,"Christie's London, King Street",02/17/2011
"VOWEL #73 (O), VOWEL #77 (E), VOWEL #79 (Y) (3)","$32,500","$6,000","$8,000",Unsigned,"11.50"" x 26.63""",1993,Acrylic  on book cover and book / Paper,51,"Christie's New York, Rockefeller Center",01/11/2011-01/12/2011
UNTITLED (CASS),"$122,500","$100,000","$150,000",Inscribed and Signed,"17.50"" x 44.00""",1972,Tempera  with pencil over silkscreen / Paper,44,Sotheby's New York,12/14/2010
BUSTED GLASS #29,"$25,000","$25,000","$35,000",Signed and Dated,"11.75"" x 8.75""",2009,Acrylic / Board,96,Sotheby's New York,12/14/2010
"Untitled (Fido), 2010","$27,450","$2,500","$3,500",Signed and Dated,"4.00"" x 11.00"" x 11.00""",2010,Earthenware,1107,Bonhams California,11/23/2010
"Me and The, 2002","$3,500","$2,000","$3,000",Signed and Dated,"5.25"" x 7.25"" x 2.25""",2002,Sculptural book with double fore-edge printing and gold gilt edges,302,Phillips de Pury & Co. (see Phillips),11/21/2010
The End #53,"$230,500","$90,000","$120,000",Signed and Dated,"24.00"" x 30.00""",2004,Acrylic  and ink / Board,129,"Christie's New York, Rockefeller Center",11/11/2010
The End #66,"$290,500","$100,000","$150,000",Signed and Dated,"24.00"" x 30.00""",2006,"Acrylic  ,ink and graphite / Paper",130,"Christie's New York, Rockefeller Center",11/11/2010
Averages,-not sold-,"$800,000","$1,200,000",Signed and Dated,"32.00"" x 120.00""",1987,Acrylic / Canvas,180,"Christie's New York, Rockefeller Center",11/11/2010
JOHNNY TOMORROW,"$662,500","$600,000","$800,000",Signed and Dated,"36.00"" x 40.00""",1984,Oil / Canvas,185,Sotheby's New York,11/10/2010
LAZY BOY #2,"$302,500","$150,000","$200,000",Signed and Dated,"24.00"" x 24.00""",1994,Acrylic / Linen,190,Sotheby's New York,11/10/2010
SPEED LINES,"$86,500","$70,000","$90,000",Signed and Dated,"14.13"" x 22.75""",1973,Pastel / Paper,202,Sotheby's New York,11/10/2010
NIX,-not sold-,"$80,000","$120,000",Signed and Dated,"55.88"" x 36.63""",1988,Acrylic  and dry pigment / Paper,203,Sotheby's New York,11/10/2010
SELMA MEETS VINE,"$134,500","$70,000","$90,000",Signed and Dated,"16.00"" x 24.00""",1999,Acrylic / Canvas,211,Sotheby's New York,11/10/2010
LAS PALMAS,-not sold-,"$100,000","$150,000",Signed and Dated,"48.00"" x 48.00""",1967,Oil  on leather belt mounted on wood panel,212,Sotheby's New York,11/10/2010
"Top o' the Morn'. Top o' the Hill, 1998","$128,500","$100,000","$150,000",Signed and Dated,"30.00"" x 40.13""",1998,Acrylic / Paper,424,Phillips de Pury & Co. (see Phillips),11/09/2010
"Three works: Not a Vowel #72 (S); Vowel #113 (E); Vowel #74 (e), 1996","$28,750","$15,000","$20,000",Signed and Dated,"4.50"" x 12.00""",1996,Acrylic  on book covers / Paper,435,Phillips de Pury & Co. (see Phillips),11/09/2010
"Sex at Noon Taxes, 2002","$4,338,500","$3,000,000","$4,000,000",Signed and Dated,"64.00"" x 76.00""",2002,Acrylic / Canvas,115,Phillips de Pury & Co. (see Phillips),11/08/2010
"Production, 1972","$662,500","$600,000","$800,000",Signed and Dated,"20.00"" x 24.00""",1972,Oil / Canvas,118,Phillips de Pury & Co. (see Phillips),11/08/2010
So Fine,"$4,481","$5,000","$7,000",Signed and Dated,"13.00"" x 9.60""",1986,Pencil / Paper,72062,Heritage Auctions,10/27/2010
Fruit-Metrecal Hollywood (E. 53),"$8,750","$4,000","$6,000",Signed and Dated,"10.13"" x 37.88""",1971,screenprint in grape and apricot jam with Metrecal soda / Paper,380,"Christie's New York, Rockefeller Center",10/26/2010-10/27/2010
Stains,-not sold-,"$456,600","$532,700",Signed and Dated,"21.26"" x 27.17""",1970,gunpowder / Paper,1201,Stockholm Auktionsverk,10/26/2010-10/28/2010
DORIC,-not sold-,"$278,540","$417,810",Signed and Titled,"53.94"" x 39.96""",1996,Acrylic / Canvas,34,Cornette De Saint Cyr,10/23/2010
"""U : Various Small Fires""","$18,380","$15,000","$20,000",Unsigned,"7.13"" x 5.68""",1996,Oil / Paper,60,Los Angeles Modern Auctions (LAMA),10/17/2010
"JERRY HALL, OCTOBER 23, 2003","$50,080","$40,060","$56,080",Signed on Reverse,"6.06"" x 4.25"" x 0.59""",2003,Metal,286,"Sotheby's London, New Bond Street",10/16/2010
SUNSET JUNCTION,"$213,270","$80,030","$112,040",Signed and Titled,"20.00"" x 24.02""",1999,Acrylic / Canvas,17,"Sotheby's London, New Bond Street",10/15/2010
Heart Attack,"$420,550","$190,260","$285,390",Signed and Dated,"14.17"" x 22.83""",1967,Pastel  with gunpowder / Paper,9,"Christie's London, King Street",10/14/2010
Bee?,"$524,340","$633,160","$949,740",Signed on Reverse,"73.86"" x 57.99""",1999,Acrylic  and oil / Canvas,15,Phillips de Pury & Co. (see Phillips),10/13/2010
WATER SOLUBLE DREAMS,"$170,500","$80,000","$120,000",Signed and Dated,"23.00"" x 28.75""",84,dry pigment / Paper,32,Sotheby's New York,09/25/2010
ME and THE,"$1,875","$2,000","$3,000",Signed and Dated,"7.50"" x 5.25"" x 2.00""",2002,cloth covered book with one-color fore-edge printing and gold leaf edges,197,Wright,09/14/2010
Music,"$316,850","$149,990","$224,990",Signed and Dated,"11.50"" x 14.29""",1969,Pastel  and graphite / Paper,201,"Christie's London, King Street",07/01/2010
Damn Mad Open Book,-not sold-,"$374,980","$524,970",Signed and Dated,"17.99"" x 24.02""",2003,Acrylic / Linen,251,"Christie's London, King Street",07/01/2010
REVIEW IT LOOK IT OVER AND WHAT EVER,"$1,580,900","$1,205,360","$1,808,040",Signed and Dated,"59.84"" x 59.84""",2004,Acrylic  Pencil and Charcoal / Canvas,20,"Christie's London, King Street",06/30/2010
UNTITLED (GRAPES/CENSOR),"$81,450","$45,210","$60,280",Signed and Dated,"10.04"" x 11.02""",1994,Acrylic / Canvas,311,"Sotheby's London, New Bond Street",06/29/2010
Golden Words,"$334,600","$70,000","$90,000",Signed Lower Right,"36.00"" x 58.00""",1985,Pigment and acrylic / Paper,72094,Heritage Auctions,06/09/2010-06/10/2010
"Three O'Clock, 1975","$170,500","$150,000","$250,000",Signed and Dated,"22.75"" x 28.75""",1975,Pastel  and gunpowder / Paper,207,Phillips de Pury & Co. (see Phillips),05/14/2010
"Busted Glass #8, 2007","$56,250","$30,000","$50,000",Signed and Dated,"12.25"" x 9.25""",2007,Acrylic / Paper,223,Phillips de Pury & Co. (see Phillips),05/14/2010
"Busted Glass #10, 2007","$31,250","$30,000","$50,000",Signed and Dated,"12.13"" x 9.25""",2007,Acrylic / Paper,224,Phillips de Pury & Co. (see Phillips),05/14/2010
"Higher Standards/Lower Prices, 2007","$1,426,500","$1,500,000","$2,500,000",Signed and Titled,"48.00"" x 110.00""",2007,Acrylic / Canvas,7,Phillips de Pury & Co. (see Phillips),05/13/2010
"Angry Because It's Plaster, Not Milk, 1965","$3,218,500","$2,000,000","$3,000,000",Signed and Dated,"55.00"" x 48.00""",1965,Oil / Canvas,12,Phillips de Pury & Co. (see Phillips),05/13/2010
"Long, Stormy, 1995","$842,500","$800,000","$1,200,000",Signed and Dated,"20.00"" x 159.00""",1995,Acrylic / Canvas,22,Phillips de Pury & Co. (see Phillips),05/13/2010
SHEET OF PAPER STAINED WITH CINNAMON OIL,"$134,500","$120,000","$180,000",Signed and Dated,"23.00"" x 29.00""",1973,"Pastel  ,gunpowder adn cinnamon oil / Paper",197,Sotheby's New York,05/13/2010
VERY NICE PERSON,"$410,500","$300,000","$400,000",Signed and Dated,"39.50"" x 59.50""",1988,Acrylic / Paper,199,Sotheby's New York,05/13/2010
PORTLAND TO MEMPHIS,"$362,500","$300,000","$500,000",Signed and Dated,"42.00"" x 84.00""",2000,Acrylic / Canvas,250,Sotheby's New York,05/13/2010
ME MEXICO,"$37,500","$30,000","$40,000",Signed and Dated,"11.38"" x 9.38""",1993,Ink / Cloth,273,Sotheby's New York,05/13/2010
We Few Open Book,"$902,500","$120,000","$180,000",Signed and Dated,"20.00"" x 24.00""",2003,Acrylic / Linen,110,"Christie's New York, Rockefeller Center",05/12/2010
Dimple,"$158,500","$100,000","$150,000",Signed and Dated,"11.50"" x 14.60""",1964,Tempera  and ink / Paper,148,"Christie's New York, Rockefeller Center",05/12/2010
Made in USA,"$110,500","$80,000","$120,000",Signed and Dated,"22.00"" x 28.50""",1976,Pepto Bismol and graphite / Paper,152,"Christie's New York, Rockefeller Center",05/12/2010
Dollar Sign,"$362,500","$200,000","$300,000",Stamped,"20.00"" x 16.00""",1981,synthetic polymer and silkscreen inks / Canvas,153,"Christie's New York, Rockefeller Center",05/12/2010
Strength,"$422,500","$200,000","$300,000",Signed and Dated,"60.00"" x 40.10""",1983,gunpowder and pigment / Paper,156,"Christie's New York, Rockefeller Center",05/12/2010
Be Cautious Else We Be Bangin on You,-not sold-,"$70,000","$90,000",Signed and Titled,"20.00"" x 16.00""",1997,bleach on rayon / Board,310,"Christie's New York, Rockefeller Center",05/12/2010
Boulangerie,"$1,142,500","$300,000","$500,000",Signed and Dated,"9.00"" x 12.75""",1961,Oil / Paper,2,"Christie's New York, Rockefeller Center",05/11/2010
Voltage,"$1,650,500","$700,000","$1,000,000",Signed and Dated,"30.00"" x 28.00""",1964,Oil / Canvas,6,"Christie's New York, Rockefeller Center",05/11/2010
Texas Hairspray,"$722,500","$700,000","$1,000,000",Signed and Dated,"64.13"" x 64.13""",1992,Acrylic / Canvas,80,"Christie's New York, Rockefeller Center",05/11/2010
"Ghost Writer, 1978",-not sold-,"$70,000","$90,000",Signed and Dated,"15.50"" x 7.50""",1978,dry pigment / Paper,99,Bonhams California,05/03/2010
ROT,"$152,020","$165,840","$221,120",Signed and Dated,"9.84"" x 27.17""",1970,Pastel  and gunpowder / Paper,165,Stockholm Auktionsverk,05/03/2010-05/06/2010
Well,-not sold-,"$1,105,600","$1,382,000",Signed and Dated,"19.88"" x 23.82""",1971,Oil  and caviar / Canvas,230,Stockholm Auktionsverk,05/03/2010-05/06/2010
RUSTY SILENCERS,"$110,500","$80,000","$120,000",Signed and Dated,"23.13"" x 29.13""",1979,Pastel  and pencil / Paper,33,Sotheby's New York,03/09/2010
Drips,"$180,110","$85,950","$117,210",Signed and Dated,"14.09"" x 17.95""",2006,Acrylic / Canvas,235,"Christie's London, King Street",02/12/2010
"Sunset, Vista","$39,070","$31,260","$46,880",Signed and Dated,"9.49"" x 13.62""",2003,Acrylic / Paper,236,"Christie's London, King Street",02/12/2010
NERVE,"$676,740","$624,800","$937,200",Signed and Dated,"35.98"" x 40.00""",2006,Acrylic / Canvas,56,"Sotheby's London, New Bond Street",02/10/2010
"""Sheet of paper stained with cinnamon oil""","$126,280","$86,100","$114,800",Signed and Dated,"23.03"" x 28.94""",1973,Pastel  Cinnamon Oil and Gunpowder / Paper,962,Uppsala Auktionskammare,12/01/2009
"Mean As Hell, 2002","$590,500","$400,000","$600,000",Signed and Dated,"36.00"" x 40.00""",2002,Acrylic / Canvas,14,Phillips de Pury & Co. (see Phillips),11/12/2009
THE END (#64),"$92,500","$60,000","$80,000",Signed and Dated,"23.50"" x 29.50""",2005,Ink / Paper,259,Sotheby's New York,11/12/2009
1981 - FUTURE,"$482,500","$400,000","$600,000",Signed on Reverse,"21.75"" x 79.75""",1980,Oil / Canvas,266,Sotheby's New York,11/12/2009
HEAR ME,"$134,500","$70,000","$90,000",Signed and Dated,"56.00"" x 37.00""",1985,Pigment / Paper,269,Sotheby's New York,11/12/2009
Bull on Fire,"$200,500","$100,000","$150,000",Signed and Dated,"9.00"" x 13.75""",1963,Acrylic  with graphite / Canvas,139,"Christie's New York, Rockefeller Center",11/11/2009
Exit,"$314,500","$150,000","$200,000",Signed and Dated,"30.00"" x 40.00""",1990,Acrylic / Paper,141,"Christie's New York, Rockefeller Center",11/11/2009
Sea of Desire,"$842,500","$200,000","$300,000",Unsigned,"20.00"" x 24.00""",1973,Hot sauce on moiré / Canvas,151,"Christie's New York, Rockefeller Center",11/11/2009
Various Miracles,"$290,500","$120,000","$180,000",Signed and Dated,"21.50"" x 28.50""",1975,Pastel / Paper,240,"Christie's New York, Rockefeller Center",11/11/2009
Four sheets stained with egg white,"$234,880",$293,$440,Signed and Dated,"21.46"" x 27.36""",1972,Gunpowder and Egg White / Paper,1269,Stockholm Auktionsverk,10/27/2009-10/29/2009
The End #60,"$149,000","$97,970","$130,630",Signed and Dated,"24.02"" x 30.08""",2005,Acrylic / Board,140,"Christie's London, King Street",10/17/2009
Stains,-not sold-,"$120,000","$180,000",Signed and Dated,"11.50"" x 28.75""",1970,Mixed Media  gunpowder and pastel / Paper,31,"Christie's New York, Rockefeller Center",09/23/2009
The Dish,"$131,280","$82,830","$115,960",Signed and Dated,"40.16"" x 59.96""",1985,Acrylic / Paper,207,"Christie's London, King Street",07/01/2009
The Teepees,"$320,120","$331,300","$496,950",Signed and Dated,"37.83"" x 78.15""",1987,Acrylic / Canvas,208,"Christie's London, King Street",07/01/2009
That Was Then This Is Now,"$1,178,220","$991,140","$1,321,520",Signed and Dated,"42.01"" x 95.98""",1989,Oil / Canvas,11,Phillips de Pury & Co. (see Phillips),06/29/2009
Doric,-not sold-,"$412,980","$578,170",Signed and Dated,"54.02"" x 40.00""",1996,Acrylic / Canvas,20,Phillips de Pury & Co. (see Phillips),06/29/2009
"Untitled (1/3), 2001","$43,750","$35,000","$45,000",Signed and Dated,"10.50"" x 7.63""",2001,Acrylic  and ink / Paper,182,Phillips de Pury & Co. (see Phillips),05/15/2009
PORTLAND TO MEMPHIS,-not sold-,"$500,000","$700,000",Signed and Dated,"42.00"" x 84.00""",2000,Acrylic / Canvas,14,Phillips de Pury & Co. (see Phillips),05/14/2009
WEST,"$578,500","$400,000","$600,000",Signed and Dated,"14.00"" x 11.00""",1969,Oil / Canvas,158,"Christie's New York, Rockefeller Center",05/14/2009
Melrose at Wilton,-not sold-,"$70,000","$90,000",Signed and Dated,"21.00"" x 28.00""",2003,Acrylic / Paper,244,"Christie's New York, Rockefeller Center",05/14/2009
"HELL, HEAVEN","$1,010,500","$600,000","$800,000",Signed and Dated,"72.00"" x 96.25""",1989,Acrylic / Canvas,43,"Christie's New York, Rockefeller Center",05/13/2009
THE END #45,"$86,500","$70,000","$90,000",Signed and Dated,"24.00"" x 30.00""",2004,Acrylic  and ink / Paper,191,Sotheby's New York,05/13/2009
"US, THEM",-not sold-,"$120,000","$180,000",Signed and Dated,"30.00"" x 40.00""",1982,dry pigment / Paper,192,Sotheby's New York,05/13/2009
COMMUNICATION,"$24,000","$20,000","$30,000",Signed and Dated,"9.00"" x 14.00""",1997,ACRYLIC AND PASTEL / Paper,404,Wright,12/11/2008
"""Stains""",-not sold-,"$422,600",n/a,Signed and Dated,"23.03"" x 29.13""",1970,Gunpowder and pastel / Paper,116,"Bruun Rasmussen, Copenhagen",11/18/2008-11/28/2008
BLUE-EYED GIRL,"$117,000","$100,000","$200,000",Signed on Reverse,"70.75"" x 60.75""",1959,Oil / Canvas,1051,Bonhams California,11/18/2008
"S , 2001","$11,250","$12,000","$18,000",Unavailable,"7.00"" x 4.50""",2001,Acrylic / Cloth,331,Phillips de Pury & Co. (see Phillips),11/14/2008
Ghost,-not sold-,"$250,000","$350,000",Signed and Dated,"60.13"" x 40.25""",1986,dry pigment and acrylic / Paper,116,"Christie's New York, Rockefeller Center",11/13/2008
Rough Fireplace Study,-not sold-,"$350,000","$450,000",Signed and Dated,"12.63"" x 28.88""",1977,pastel and pencil / Paper,122,"Christie's New York, Rockefeller Center",11/13/2008
West,-not sold-,"$600,000","$800,000",Signed and Dated,"14.00"" x 11.00""",1969,Oil / Canvas,178,"Christie's New York, Rockefeller Center",11/13/2008
Fireproofing a Tiny Box,"$98,500","$120,000","$180,000",Signed on Reverse,"14.00"" x 22.75""",1973,gunpowder / Paper,249,"Christie's New York, Rockefeller Center",11/13/2008
HOLLYWOOD STUDY #4,"$722,500","$800,000","$1,200,000",Signed Lower Left,"17.00"" x 44.00""",1968,GRAPHITE AND PASTEL / Paper,31,"Christie's New York, Rockefeller Center",11/12/2008
HONK (CRACKER JACK),"$746,500","$1,000,000","$1,500,000",Signed and Dated,"15.75"" x 16.38""",1962,"OIL, INK AND PENICL / Paper",186,Sotheby's New York,11/12/2008
YIP YIP,"$1,070,500","$1,500,000","$2,000,000",Signed on Reverse,"84.00"" x 60.00""",1994,Acrylic / Canvas,197,Sotheby's New York,11/12/2008
ABSTRACT PAINTING,-not sold-,"$500,000","$700,000",Signed on Reverse,"70.00"" x 108.00""",1998,Acrylic / Canvas,201,Sotheby's New York,11/12/2008
RUSTY SILENCERS,-not sold-,"$250,000","$350,000",Signed and Dated,"23.13"" x 29.13""",1979,PASTEL AND GRAPHITE / Paper,216,Sotheby's New York,11/12/2008
T-BIRD,-not sold-,"$40,000","$60,000",Signed on Reverse,"10.13"" x 13.00""",2003,Acrylic / Linen,282,Sotheby's New York,11/12/2008
DESIRE,"$2,434,500","$4,000,000","$6,000,000",Signed on Reverse,"60.00"" x 55.00""",1969,Oil / Canvas,21,Sotheby's New York,11/11/2008
STRENGTH,"$1,142,500","$1,200,000","$1,600,000",Signed on Reverse,"64.00"" x 57.88""",1983,Oil / Canvas,62,Sotheby's New York,11/11/2008
PREPARATIONS,"$69,460","$63,070","$88,300",Signed and Titled,"11.02"" x 28.35""",1974,ink and graphite / Paper,673,Artcurial,10/27/2008
Stunt People,-not sold-,"$103,860","$138,480",Inscribed and Signed,"19.88"" x 30.00""",1998,Acrylic and ink / Paper,230,"Christie's London, King Street",10/21/2008
Critters Crave Salt,-not sold-,"$1,036,680","$1,382,240",Signed and Dated,"75.98"" x 72.13""",1997,Acrylic / Canvas,24,"Christie's London, King Street",10/19/2008
"CRACKS, 1974",-not sold-,"$121,180","$155,810",Unavailable,"36.00"" x 40.00""",1974,Shellac on moiré,30,Phillips de Pury & Co. (see Phillips),10/18/2008
"Untitled, 2004",-not sold-,"$519,360","$865,600",Signed and Dated,"48.13"" x 96.13""",2004,Acrylic / Canvas,324,Phillips de Pury & Co. (see Phillips),10/18/2008
THE MAJOR AND THE MINOR,"$600,690","$398,800","$598,200",Signed on Reverse,"62.01"" x 90.00""",1982,Oil / Canvas,330,"Sotheby's London, New Bond Street",07/02/2008
THE END #64,"$122,130","$79,760","$119,640",Signed and Dated,"23.82"" x 29.76""",2005,Acrylic / Paper,333,"Sotheby's London, New Bond Street",07/02/2008
"Sex, 1981",-not sold-,"$299,310","$399,080",Signed Lower Right,"21.00"" x 23.00""",1981,Watercolor / Paper,535,Phillips de Pury & Co. (see Phillips),06/30/2008
Romance,-not sold-,"$1,596,320","$2,394,480",Signed and Dated,"55.12"" x 57.52""",1980,Oil / Canvas,226,Phillips de Pury & Co. (see Phillips),06/29/2008
Atlas,-not sold-,"$159,630","$239,450",Signed and Dated,"22.36"" x 29.92""",1983,dry pigment / Paper,277,Phillips de Pury & Co. (see Phillips),06/29/2008
SUSPENDED PAPER STAINED WITH TOBACCO,"$241,000","$70,000","$90,000",Signed Initials,"9.63"" x 27.25""",1972,Gun powder and tobacco / Paper,247,Sotheby's New York,05/15/2008
I DON'T WANT NO RETRO SPECTIVE,"$3,961,000","$1,000,000","$1,500,000",Inscribed and Signed,"23.00"" x 29.00""",1979,Pastel / Paper,248,Sotheby's New York,05/15/2008
AMERICA HAS THREE CLIMATES: COLD HOT MODERATE,"$145,000","$120,000","$180,000",Signed on Reverse,"57.00"" x 72.50""",1977,Pencil and pastel / Paper,340,Sotheby's New York,05/15/2008
THE END,"$157,000","$80,000","$120,000",Signed and Dated,"24.00"" x 30.00""",2005,Ink / Paper,341,Sotheby's New York,05/15/2008
Time,"$1,609,000","$700,000","$900,000",Signed on Reverse,"74.00"" x 55.00""",1987,Acrylic / Canvas,168,"Christie's New York, Rockefeller Center",05/14/2008
Solid State,"$157,000","$150,000","$200,000",Signed Lower Right,"14.00"" x 22.63""",1976,Pastel / Paper,185,"Christie's New York, Rockefeller Center",05/14/2008
S,"$61,000","$50,000","$70,000",Signed on Reverse,"20.00"" x 18.00""",2001,Acrylic / Linen,189,"Christie's New York, Rockefeller Center",05/14/2008
AMERICA HAS THREE CLIMATES: COLD HOT MODERATE,-not sold-,"$159,040","$238,560",Signed on Reverse,"22.44"" x 28.54""",1977,Pencil and pastel / Paper,374,"Sotheby's London, New Bond Street",02/28/2008
WHIZ,"$418,000","$120,000","$180,000",Signed on Reverse,"17.00"" x 24.00""",2007,Acrylic / Linen,45,Sotheby's New York,02/14/2008
Sauce,"$812,670","$689,540","$985,050",Signed on Reverse,"20.00"" x 24.02""",1967,Oil / Linen,27,"Christie's London, King Street",02/06/2008
The Mountain,"$3,019,180","$1,182,060","$1,576,080",Signed on Reverse,"75.98"" x 72.05""",1998,Acrylic / Canvas,28,"Christie's London, King Street",02/06/2008
Untitled (E),-not sold-,"$40,000","$50,000",Signed,"17.00"" x 14.00""",1996,Acrylic and lithrographic print / Paper,453,Wright,12/11/2007
(S),"$193,000","$200,000","$300,000",Signed on Reverse,"14.25"" x 22.75""",1974,Pastel / Paper,198,Phillips de Pury & Co. (see Phillips),11/16/2007
Double Spread,"$541,000","$500,000","$700,000",Signed on Reverse,"23.00"" x 29.00""",1973,Gunpowder and tobacco / Paper,50,Phillips de Pury & Co. (see Phillips),11/15/2007
"THREE SECONALS, THREE DARVONS",-not sold-,"$300,000","$400,000",Signed and Titled,"22.75"" x 38.63""",1976,Pastel / Paper,178,Sotheby's New York,11/15/2007
SELMA MEETS VINE,-not sold-,"$90,000","$120,000",Signed,"16.00"" x 24.00""",1999,Acrylic / Canvas,299,Sotheby's New York,11/15/2007
Lisp,-not sold-,"$250,000","$350,000",Signed Lower Left,"10.20"" x 8.20""",1966,Graphite and gouache / Paper,115,"Christie's New York, Rockefeller Center",11/14/2007
Muscle Relaxers,-not sold-,"$280,000","$350,000",Signed Lower Left,"11.50"" x 29.00""",1971,Gunpowder and pastel / Paper,134,"Christie's New York, Rockefeller Center",11/14/2007
Mercy,-not sold-,"$800,000","$1,200,000",Signed on Reverse,"54.00"" x 60.00""",1972,Oil / Canvas,172,"Christie's New York, Rockefeller Center",11/14/2007
Fireproofing a Tiney Box,-not sold-,"$200,000","$300,000",Signed on Reverse,"14.00"" x 22.70""",1973,Gunpowder / Paper,173,"Christie's New York, Rockefeller Center",11/14/2007
Untitled,"$1,385,000","$600,000","$800,000",Signed on Reverse,"64.00"" x 78.00""",1986,Acrylic / Canvas,174,"Christie's New York, Rockefeller Center",11/14/2007
Remember and Forget (Standing Screen),"$601,000","$170,000","$220,000",Unsigned,"78.63"" x 150.00""",1986,Lacquer / Wood,191,"Christie's New York, Rockefeller Center",11/14/2007
Damn Mad Open Book,"$157,000","$120,000","$180,000",Signed on Reverse,"18.00"" x 24.00""",2003,Acrylic / Linen,198,"Christie's New York, Rockefeller Center",11/14/2007
Burning Gas Station,"$6,985,000","$4,000,000","$6,000,000",Signed on Reverse,"20.50"" x 39.00""",not given,Oil and graphite / Canvas,28,"Christie's New York, Rockefeller Center",11/13/2007
Ship Talk,"$1,777,000","$1,000,000","$1,500,000",Signed,"55.00"" x 133.00""",not given,Acrylic / Canvas,66,"Christie's New York, Rockefeller Center",11/13/2007
Phoenix to Boston,"$111,070","$101,900","$142,660",Signed on Reverse,"23.98"" x 19.88""",2000,Acrylic / Canvas,405,"Christie's London, King Street",10/16/2007
Base,"$465,390","$244,400","$366,610",Signed,"11.50"" x 28.90""",1971,Gunpowder and dry pigment / Paper,2,"Christie's London, King Street",10/14/2007
Hot Folded Sheet,"$440,950","$244,400","$366,610",Signed,"22.99"" x 28.94""",1973,Gunpowder and graphite / Paper,3,"Christie's London, King Street",10/14/2007
Radioactive V,"$172,100","$162,940","$244,400",Signed,"40.24"" x 30.00""",1988,Acrylic / Paper,16,"Christie's London, King Street",10/14/2007
Amphetamines; Marble,"$954,190","$814,680","$1,222,020",Signed and Titled,"20.00"" x 24.02""",1969,Oil / Canvas,18,"Christie's London, King Street",10/14/2007
"Amphetamine, Pencil","$1,524,470","$814,680","$1,222,020",Signed and Titled,"20.08"" x 24.02""",1969,Oil / Canvas,19,"Christie's London, King Street",10/14/2007
