title,sales_price,low_estimate,high_estimate,signature,size,created,medium,auction_lot,auction_house,auction_date
Sea Legs,"$398,500","$350,000","$550,000",Signed,"18.50"" x 30.00""",not given,Tempera / Panel,203,Sotheby's New York,12/03/1997
The Oil Lamp,"$354,500","$350,000","$550,000",Signed,"34.00"" x 42.00""",1945,Tempera / Panel,210,Sotheby's New York,12/03/1997
Study of a Young Man,"$20,700","$15,000","$25,000",Signed,"14.00"" x 17.00""",not given,Colored Pencil / Paper,216,Sotheby's New York,12/03/1997
Archie's Roof,"$14,950","$7,000","$10,000",Signed,"13.50"" x 19.00""",1950,Colored Pencil / Paper,194,"Christie's New York, ""East""",10/07/1997
"Pumpkins at the Mill, 1972","$85,000","$40,000","$60,000",Signed,"19.00"" x 21.50""",1972,Watercolor / Paper,2614,Bonhams California,06/11/1997
The Doryman,"$37,380","$30,000","$50,000",Signed,"15.50"" x 19.70""",not given,Watercolor / Paper,2615,Bonhams California,06/11/1997
Christina Olson,"$1,707,500","$2,000,000","$3,000,000",Signed,"34.00"" x 25.00""",1947,Tempera / Panel,256,Sotheby's New York,06/06/1997
The Huntress,"$772,500","$800,000","$1,200,000",Signed,"30.70"" x 16.00""",1978,Tempera / Paper,257,Sotheby's New York,06/06/1997
Adam,"$882,000","$1,000,000","$1,500,000",Signed,"24.00"" x 48.00""",1963,Tempera / Panel,258,Sotheby's New York,06/06/1997
Seal Farm,"$49,450","$40,000","$60,000",Signed,"22.00"" x 30.00""",1961,Watercolor / Paper,260,Sotheby's New York,06/06/1997
Chain Hoist,"$129,000","$90,000","$120,000",Signed,"17.50"" x 27.00""",1965,Watercolor / Paper,261,Sotheby's New York,06/06/1997
Seining Dory on Teels,"$46,000","$40,000","$60,000",Signed,"11.70"" x 15.70""",not given,Watercolor / Paper,115,"Christie's New York, Rockefeller Center",06/05/1997
The New Table,"$189,500","$80,000","$120,000",Signed,"28.00"" x 20.00""",not given,Watercolor / Paper,116,"Christie's New York, Rockefeller Center",06/05/1997
Marsh Hawk,"$1,432,000","$1,500,000","$2,000,000",Signed,"30.50"" x 45.00""",not given,Tempera / Masonite,117,"Christie's New York, Rockefeller Center",06/05/1997
The Mill,"$112,500","$25,000","$35,000",Signed Initials,"10.10"" x 7.00""",not given,Watercolor / Paper,119,"Christie's New York, Rockefeller Center",06/05/1997
Flood Tide,"$156,500","$70,000","$90,000",Signed,"16.30"" x 29.00""",not given,Watercolor / Paper,120,"Christie's New York, Rockefeller Center",06/05/1997
Edge of the Sea,"$32,200","$30,000","$50,000",Signed,"22.00"" x 30.00""",1940,Watercolor / Paper,185,Sotheby's New York,12/05/1996
Spring Sun (Morning Sun),"$107,000","$80,000","$120,000",Signed,"13.50"" x 21.20""",not given,Watercolor / Paper,292,"Christie's New York, Rockefeller Center",12/04/1996
Portrait of Mrs. Sargent,"$6,900","$8,000","$12,000",Signed,"17.50"" x 20.50""",not given,Colored Pencil / Paper,293,"Christie's New York, Rockefeller Center",12/04/1996
The Stanchions (Alvaro Olson,"$195,000","$100,000","$150,000",Signed,"19.00"" x 28.00""",not given,Watercolor / Paper,300,"Christie's New York, Rockefeller Center",12/04/1996
Sarita,-not sold-,"$30,000","$40,000",Unavailable,"21.00"" x 29.30""",not given,Watercolor / Paper,302,"Christie's New York, Rockefeller Center",12/04/1996
The Clam Digger,"$57,500","$40,000","$60,000",Signed,"17.10"" x 21.50""",not given,Watercolor / Paper,303,"Christie's New York, Rockefeller Center",12/04/1996
The Green Dory,"$65,200","$30,000","$50,000",Signed,"15.10"" x 21.00""",not given,Watercolor / Paper,246,"Christie's New York, Rockefeller Center",09/27/1996
