title,sales_price,low_estimate,high_estimate,signature,size,created,medium,auction_lot,auction_house,auction_date
PAYSAGE BOISE AVEC UNE FEMME ASSISE,-not sold-,"$5,140","$6,610",Signed Monogram,"6.50"" x 10.04""",1871,Pencil / Paper,87,Piasa,12/14/2007
Bäuerinnen,-not sold-,"$7,080","$10,630",Stamped,"3.15"" x 5.31""",not given,Pencil / Paper,3211,"Galerie Koller, AG, Zurich",12/07/2007
Pontoise. Um 1874,"$40,560","$35,270",n/a,Stamped,"6.97"" x 9.88""",1874,Watercolor and pencil / Paper,104,"Ketterer Kunst, Munich",12/05/2007
Paysanne couchée dans l'herbe et dormant,"$140,900","$87,830","$117,110",Signed Lower Right,"18.70"" x 21.89""",1883,Pastel / Paper,46,Christie's Paris,12/03/2007
Deux paysannes dans un champs des choux. Ca. 1886,-not sold-,"$82,140","$95,830",Signed Initials,"7.68"" x 11.22""",1886,Pastel / Paper,682,"Neumeister Kunstauktionen, Munich",11/15/2007
Paysanne Bechant,"$2,057,000","$1,800,000","$2,500,000",Signed Lower Left,"26.00"" x 21.63""",1882,Oil / Canvas,6,Sotheby's New York,11/07/2007
"Rue Des Roches Au Valhermeil A Auvers-Sur-Oise, Chaumieres Et Vache","$3,625,000","$2,000,000","$3,000,000",Signed Lower Right,"23.63"" x 28.50""",1880,Oil / Canvas,8,Sotheby's New York,11/07/2007
"Scène de rue, Lisieux","$21,250","$7,000","$9,000",Stamped,"8.12"" x 5.12""",not given,Charcoal / Paper,124,"Christie's New York, Rockefeller Center",11/07/2007
Etude pour La Causette,-not sold-,"$60,000","$80,000",Signed Lower Left,"20.12"" x 17.50""",not given,Chalk / Paper,126,"Christie's New York, Rockefeller Center",11/07/2007
La gardeuse d'oies,-not sold-,"$140,000","$180,000",Signed Lower Right,"9.63"" x 6.50""",1890,Gouache / Paper,189,"Christie's New York, Rockefeller Center",11/07/2007
Les travailleurs aux champs,"$217,000","$200,000","$300,000",Signed Lower Left,"10.00"" x 7.75""",not given,Gouache / Silk,309,"Christie's New York, Rockefeller Center",11/07/2007
"Vue sur la nouvelle prison de pontoise, printmeps","$2,953,000","$2,500,000","$3,500,000",Signed Lower Right,"23.50"" x 25.63""",1881,Oil / Canvas,7,"Christie's New York, Rockefeller Center",11/06/2007
L'Hiver,"$14,601,000","$12,000,000","$18,000,000",Signed Lower Right,"21.88"" x 51.88""",1872,Oil / Canvas,11,"Christie's New York, Rockefeller Center",11/06/2007
"Charrette sur une route, hiver, environs de Louveciennes","$1,161,000","$800,000","$1,200,000",Signed Lower Left,"12.88"" x 18.13""",1872,Oil / Canvas,13,"Christie's New York, Rockefeller Center",11/06/2007
"Les peupliers, apres-midi a Eragny","$5,417,000","$4,500,000","$6,500,000",Signed Lower Left,"28.50"" x 36.38""",1899,Oil / Canvas,28,"Christie's New York, Rockefeller Center",11/06/2007
Paysanne: A Double-Sided Drawing,-not sold-,"$10,000","$15,000",Signed Initials,"11.63"" x 8.63""",not given,Charcoal / Paper,14,Sotheby's New York,09/29/2007
PAYSAGE PRÈS DE CHAILLY,-not sold-,"$12,180","$16,240",Unavailable,"12.00"" x 18.50""",not given,Mixed Media / Paper,34,"Sotheby's London, Olympia",07/12/2007
ÉTUDE D'OIES,-not sold-,"$16,240","$24,360",Stamped,"10.00"" x 14.13""",not given,Mixed Media / Paper,51,"Sotheby's London, Olympia",07/12/2007
The Conversation,-not sold-,"$6,000","$8,000",Unavailable,"3.38"" x 5.50""",not given,Charcoal / Paper,1,Bonhams Bond Street,06/27/2007
Coucher du soleil à Eragny,-not sold-,"$11,990","$15,990",Stamped,"4.75"" x 6.13""",not given,Watercolor / Paper,4,Bonhams Bond Street,06/27/2007
Le faucheur,-not sold-,"$4,042","$5,390",Signed,"7.48"" x 4.53""",not given,Crayon / Paper,255,Claude Aguttes,06/25/2007
"GROUPE DE PERSONNAGES AU MARCHÉ, GISORS",-not sold-,"$29,790","$39,710",Signed Lower Right,"8.00"" x 6.50""",c.1891,Mixed Media / Paper,103,"Sotheby's London, New Bond Street",06/20/2007
ROUTE DE VILLAGE,-not sold-,"$49,640","$69,500",Signed Lower Right,"15.75"" x 24.00""",c.1880,Charcoal / Paper,106,"Sotheby's London, New Bond Street",06/20/2007
"KENSINGTON GARDENS, LONDON","$61,950","$29,790","$39,710",Stamped,"6.50"" x 10.00""",c.1890,Watercolor / Paper,201,"Sotheby's London, New Bond Street",06/20/2007
FEMME ASSISE,"$19,060","$13,900","$17,870",Signed Lower Right,"12.25"" x 13.75""",not given,Charcoal / Paper,202,"Sotheby's London, New Bond Street",06/20/2007
FEMME PORTANT UN FAGOT,"$33,360","$29,790","$39,710",Signed,"10.00"" x 6.38""",not given,Mixed Media / Paper,204,"Sotheby's London, New Bond Street",06/20/2007
ÉVENTAIL: LE PRINTEMPS,"$381,250","$158,860","$238,280",Signed Lower Left,"9.45"" x 20.87""",not given,Gouache / Silk,312,"Sotheby's London, New Bond Street",06/20/2007
LA MACHINE DE MARLY À BOUGIVAL,"$884,830","$496,430","$695,000",Signed Lower Right,"9.25"" x 17.87""",c. 1869,Oil / Panel,321,"Sotheby's London, New Bond Street",06/20/2007
JULIE ET LUDOVIC-RODOLPHE PISSARRO DANS LES FLEURS,"$1,371,270","$1,387,120","$1,981,600",Signed,"14.96"" x 18.11""",1879,Oil / Canvas,12,"Sotheby's London, New Bond Street",06/19/2007
La ferme à Châtillon-sur-Seine,"$52,310","$39,630","$59,450",Inscribed and Signed,"9.30"" x 12.10""",1882,Mixed Media / Paper,101,"Christie's London, King Street",06/19/2007
Eragny sous la neige,-not sold-,"$19,820","$29,720",Inscribed and Signed,"6.70"" x 9.70""",c.1885,Watercolor / Paper,113,"Christie's London, King Street",06/19/2007
"Le Marché aux Halles, Paris","$35,670","$29,720","$39,630",Signed Lower Left,"12.10"" x 9.50""",not given,Oil / Canvas,120,"Christie's London, King Street",06/19/2007
Les dunes à Knokke,-not sold-,"$297,240","$396,320",Stamped,"25.25"" x 31.88""",circa 1894,Oil / Canvas,328,"Christie's London, King Street",06/19/2007
"Le Pont Neuf, naufrage de la 'Bonne Mère'","$6,681,250","$4,348,740","$6,325,440",Signed Lower Right,"25.70"" x 32.00""",1901,Oil / Canvas,9,"Christie's London, King Street",06/18/2007
"La maison de Monsieur Musy, route de Marly, Louveciennes","$1,146,490","$790,680","$1,186,020",Signed Lower Left,"16.25"" x 21.50""",circa 1872,Oil / Canvas,12,"Christie's London, King Street",06/18/2007
Canards sur l'étang de Montfoucault,"$1,035,790","$790,680","$1,186,020",Signed Lower Right,"18.20"" x 21.80""",c. 1874,Oil / Canvas,34,"Christie's London, King Street",06/18/2007
Deux paysannes dans un champs des choux. Ca. 1886,"$70,020","$79,270","$92,480",Signed Monogram,"7.68"" x 11.22""",c.1886,Pastel / Paper,392,"Neumeister Kunstauktionen, Munich",05/24/2007
Jeune Garcon à la Lecture. Ca. 1890,"$25,100","$18,500","$23,780",Signed Monogram,"4.65"" x 5.79""",c.1890,pen and pencil / Paper,393,"Neumeister Kunstauktionen, Munich",05/24/2007
Portrait d'Alfred Isaacson,-not sold-,"$80,000","$120,000",Unavailable,"20.50"" x 16.00""",not given,Pastel / Paper,25153,Inquire about post-auction sale,05/24/2007-05/25/2007
Personnages Assis Dans Une Foret,"$9,560","$5,000","$7,000",Signed Initials,"8.75"" x 12.00""",not given,Pencil / Paper,25154,Heritage Auctions,05/24/2007-05/25/2007
Le repos des moissonneurs,"$40,380","$20,190","$26,920",Signed Lower Left,"6.10"" x 7.72""",not given,Watercolor / Canvas,6,Christie's Paris,05/23/2007
Femme assise tenant un couffin,"$8,880","$2,018","$2,691",Signed Initials,"6.06"" x 3.74""",not given,Pencil / Paper,7,Christie's Paris,05/23/2007
Pâtre jouant de la flûte,"$4,199","$2,691","$4,037",Signed Initials,"9.76"" x 6.42""",not given,Pencil / Paper,8,Christie's Paris,05/23/2007
Madame Pissarro mère sur son lit de mort,"$2,261","$1,345","$2,018",Signed Initials,"7.60"" x 4.53""",1889,Pencil / Paper,10,Christie's Paris,05/23/2007
Paysans à Eragny,"$24,230","$6,730","$9,420",Signed Initials,"8.54"" x 6.97""",not given,Chalk / Paper,18,Christie's Paris,05/23/2007
Paysannes plantant des rames,-not sold-,"$80,000","$100,000",Stamped,"21.50"" x 18.00""",not given,Mixed Media / Paper,104,"Christie's New York, Rockefeller Center",05/10/2007
Femme cueillant de I'herbe,"$156,000","$70,000","$90,000",Signed Lower Left,"9.63"" x 12.88""",1880,Mixed Media / Paper,112,"Christie's New York, Rockefeller Center",05/10/2007
"Rue de l'Hermitage et côte des Mathurins, Pontoise","$396,000","$250,000","$350,000",Signed Lower Right,"17.13"" x 14.00""",1878,Oil / Canvas,269,"Christie's New York, Rockefeller Center",05/10/2007
Briqueterie Delafolie à Eragny,"$2,840,000","$2,500,000","$3,500,000",Signed Lower Left,"22.75"" x 28.25""",1886,Oil / Canvas,39,"Christie's New York, Rockefeller Center",05/09/2007
LA CAVÉE ERAGNY,"$39,000","$20,000","$30,000",Signed Lower Left,"6.25"" x 9.38""",1898,Mixed Media / Paper,116,Sotheby's New York,05/09/2007
PONTOISE,"$22,800","$20,000","$30,000",Signed Initials,"7.00"" x 10.00""",1874,Mixed Media / Paper,117,Sotheby's New York,05/09/2007
PAYSANNES SOUS LES ARBRES À MORET,"$600,000","$500,000","$700,000",Signed Lower Left,"21.88"" x 18.38""",1902,Oil / Canvas,149,Sotheby's New York,05/09/2007
LE MARCHÉ,-not sold-,"$35,000","$45,000",Signed Initials,"5.25"" x 8.25""",not given,Mixed Media / Paper,164,Sotheby's New York,05/09/2007
PAYSAGE EN AUTOMNE,-not sold-,"$600,000","$800,000",Signed Lower Left,"21.63"" x 25.75""",1880,Oil / Canvas,165,Sotheby's New York,05/09/2007
"LES LAVEUSES A ERAGNY, ESQUISSE","$1,328,000","$800,000","$1,200,000",Stamped,"28.88"" x 36.38""",1901,Oil / Canvas,191,Sotheby's New York,05/09/2007
"Le Grand Noyer Au Printemps, Eragny","$2,728,000","$1,800,000","$2,500,000",Signed Lower Right,"23.50"" x 28.70""",1894,Oil / Canvas,2,Sotheby's New York,05/08/2007
"Le Fond-De-L'Hermitage, Pontoise","$1,720,000","$1,500,000","$2,000,000",Signed Lower Left,"25.70"" x 21.20""",1877,Oil / Canvas,5,Sotheby's New York,05/08/2007
"Le Jardin De Maubuisson, Pontoise, Poiriers En Fleur","$3,400,000","$1,800,000","$2,500,000",Signed Lower Left,"25.63"" x 31.88""",1877,Oil / Canvas,56,Sotheby's New York,05/08/2007
Le Kalfmolen A Knokke,"$1,048,000","$700,000","$900,000",Signed Lower Right,"21.20"" x 25.88""",1894,Oil / Canvas,61,Sotheby's New York,05/08/2007
Une Jeune Fille Assise à Côté D'un Garçon (Recto); Un Hamac Avec Etudes D'enfants (verso),"$8,400","$7,000","$10,000",Unavailable,"8.00"" x 10.50""",1854,Pencil / Paper,29,Christie's Tel Aviv,04/10/2007
Trois Personnages (Recto); Deux Hommes Assis (Verso),"$14,400","$12,000","$18,000",Inscribed,"8.00"" x 10.50""",1854,Pencil / Paper,30,Christie's Tel Aviv,04/10/2007
Deux laboureurs dans un champ,-not sold-,"$7,910","$11,870",Signed Lower Right,"6.25"" x 11.25""",not given,Pencil / Paper,410,"Christie's London, South Kensington",04/04/2007
Etudes de têtes d'homme (recto); Etudes variées (verso),-not sold-,"$5,930","$9,890",Unavailable,"8.00"" x 10.50""",not given,Pencil / Paper,419,"Christie's London, South Kensington",04/04/2007
Paysage en bord de rivière,-not sold-,"$9,890","$13,840",Signed Lower Right,"10.50"" x 14.50""",not given,Mixed Media / Paper,420,"Christie's London, South Kensington",04/04/2007
Rue des Arpentes à Rouen,"$7,670","$3,994","$6,660",By Estate,"6.38"" x 4.29""",1896,Mixed Media / Paper,341,Christie's Paris,03/22/2007
Vue d'une rue à Troyes,"$30,360","$19,970","$26,630",Signed Initials,"9.25"" x 7.01""",1898,Watercolor / Paper,348,Christie's Paris,03/22/2007
Paysanne de dos,"$7,870","$3,857","$5,790",Signed Initials,"5.75"" x 3.50""",not given,Mixed Media / Paper,60,"Sotheby's London, Olympia",03/15/2007
MARCHE DE LA CATHÉDRALE,"$15,040","$7,720","$11,570",Signed Initials,"9.25"" x 6.75""",not given,Mixed Media / Paper,179,"Sotheby's London, Olympia",03/15/2007
ÉTUDE DE FIGURES,"$9,600","$7,000","$9,000",Signed Initials,"8.38"" x 6.88""",not given,Crayon / Paper,18,Sotheby's New York,02/15/2007
AUTOPORTRAIT,"$10,200","$6,000","$9,000",Stamped,"10.38"" x 7.13""",not given,Pencil / Paper,19,Sotheby's New York,02/15/2007
ERAGNEY,"$12,000","$10,000","$15,000",Inscribed and Signed,"10.38"" x 8.38""",not given,Mixed Media / Paper,20,Sotheby's New York,02/15/2007
COASTAL LANDSCAPE WITH FIGURES ON A CAUSEWAY,"$6,600","$5,000","$7,000",Stamped,"5.75"" x 9.13""",not given,Pencil / Paper,21,Sotheby's New York,02/15/2007
Paysanne,"$12,000","$7,000","$10,000",Signed Lower Right,"6.00"" x 3.63""",not given,Oil / Canvas,15,"Christie's New York, Rockefeller Center",02/14/2007
Paysage,-not sold-,"$3,000","$5,000",Signed Lower Right,"9.25"" x 12.25""",not given,Chalk / Paper,16,"Christie's New York, Rockefeller Center",02/14/2007
"Louveciennes, Vue Sur le Mont Valérien",-not sold-,"$49,270","$68,970",Signed Initials,"10.63"" x 14.63""",1871,Pastel / Paper,504,"Christie's London, King Street",02/08/2007
La Traite Des Vaches,"$106,410","$49,270","$68,970",Inscribed and Signed,"9.00"" x 11.75""",not given,Mixed Media / Paper,505,"Christie's London, King Street",02/08/2007
Etang de Montfoucault,-not sold-,"$157,650","$236,470",Inscribed and Signed,"10.25"" x 14.88""",not given,Pastel / Paper,513,"Christie's London, King Street",02/08/2007
La ferme à Châtillon-sur-Seine,-not sold-,"$39,410","$59,120",Inscribed and Signed,"9.38"" x 12.13""",1884,Mixed Media / Paper,519,"Christie's London, King Street",02/08/2007
Le Repos Sous les Arbres,"$3,995,240","$3,924,600","$5,886,900",Signed Lower Right,"74.00"" x 92.80""",1872,Oil / Canvas,10,"Christie's London, King Street",02/06/2007
La Fenaison,"$37,680","$19,620","$29,430",Signed Lower Right,"8.25"" x 4.88""",1880,Mixed Media / Paper,103,"Sotheby's London, New Bond Street",02/06/2007
Projet D'eventail,-not sold-,"$78,490","$117,740",Signed Initials,"13.13"" x 23.38""",not given,Mixed Media / Paper,106,"Sotheby's London, New Bond Street",02/06/2007
Étude Pour 'La Moisson À Montfoucault',"$61,220","$49,060","$68,680",Signed Lower Left,"8.25"" x 10.25""",1876,Mixed Media / Paper,231,"Sotheby's London, New Bond Street",02/06/2007
A Woman Wearing A Mantilla,"$7,540","$6,870","$8,830",Unavailable,"7.13"" x 10.50""",not given,Mixed Media / Paper,233,"Sotheby's London, New Bond Street",02/06/2007
Paul-Emile Pissarro,"$610,670","$392,460","$588,690",Signed Lower Right,"16.38"" x 13.25""",1890,Oil / Canvas,315,"Sotheby's London, New Bond Street",02/06/2007
Baigneuses,"$610,670","$294,350","$392,460",Signed Lower Right,"10.63"" x 13.75""",1894,Oil / Canvas,331,"Sotheby's London, New Bond Street",02/06/2007
"Le Verger Du Manoir D'Ango, Varengeville, Matin","$3,343,220","$2,949,900","$3,933,200",Signed Lower Left,"25.63"" x 21.25""",1899,Oil / Canvas,28,"Sotheby's London, New Bond Street",02/05/2007
Peasant Woman Peeling Vegetables,"$6,330","$3,500","$5,000",Stamped,"5.51"" x 3.54""",not given,Mixed Media / Paper,29,Matsart Auctioneers & Appraisers,01/28/2007
Paysanne aux seaux,"$9,390","$7,820","$11,740",Stamped,"9.10"" x 7.60""",not given,Pencil / Paper,3,"Christie's London, South Kensington",12/20/2006
Paysage,-not sold-,"$5,870","$9,780",Stamped,"5.40"" x 8.90""",not given,Pencil / Paper,21,"Christie's London, South Kensington",12/20/2006
"Les Mathurins, Pontoise","$800,000","$800,000","$1,200,000",Signed and Dated,"28.75"" x 23.38""",1877,Oil / Canvas,356,"Christie's New York, Rockefeller Center",11/09/2006
"Prairie à Eragny, temps gris","$3,152,000","$2,000,000","$3,000,000",Signed and Dated,"23.60"" x 28.25""",1888,Oil / Canvas,11,"Christie's New York, Rockefeller Center",11/08/2006
Femme bêchant,"$1,920,000","$800,000","$1,200,000",Signed and Dated,"18.25"" x 15.00""",1883,Oil / Canvas,16,"Christie's New York, Rockefeller Center",11/08/2006
Ramasseusses de pommes,"$486,400","$400,000","$600,000",Signed and Dated,"10.25"" x 8.50""",1891,Gouache  and silk / Paper,18,"Christie's New York, Rockefeller Center",11/08/2006
"Vue de Bazincourt, givre, matin","$1,192,000","$600,000","$800,000",Signed and Dated,"21.25"" x 26.00""",1892,Oil / Canvas,79,"Christie's New York, Rockefeller Center",11/08/2006
La laveuse (La lessive),"$1,136,000","$1,000,000","$1,500,000",Signed and Dated,"21.80"" x 18.40""",1879,Oil / Canvas,80,"Christie's New York, Rockefeller Center",11/08/2006
LA CONVERSATION,"$31,200","$12,000","$18,000",Signed Initials,"6.00"" x 4.13""",not given,"brush, ink wash and pencil / Paper",101,Sotheby's New York,11/08/2006
ÉTUDE DE FIGURES,-not,"$7,000","$9,000",Signed Initials,"8.38"" x 6.88""",not given,Crayon / Paper,5105,Sotheby's New York,11/08/2006
PAYSANNE RATTACHANT SA MARMOTTE,"$912,000","$500,000","$700,000",Signed Lower Right,"21.50"" x 15.00""",1882,Gouache / Silk,3,Sotheby's New York,11/07/2006
"VUE DE BAZINCOURT, INONDATION, EFFET DU MATIN","$632,000","$900,000","$1,200,000",Signed Lower Right,"21.38"" x 25.75""",1892,Oil / Canvas,71,Sotheby's New York,11/07/2006
PAYSAN,"$11,670","$2,244","$3,366",Stamped,"5.71"" x 3.54""",not given,Pencil / Paper,37,"Sotheby's London, Olympia",10/19/2006
Landscape,-not sold-,"$2,000","$3,000",Signed Initials,"5.91"" x 7.48""",not given,Charcoal / Canvas,246,Montefiore Auction House,10/17/2006
Bretonne à la Barette,"$8,400","$8,000","$12,000",Signed Initials,"12.00"" x 8.50""",1890,Watercolor  brush and gray wash and charcoal heightened with white gouache / Paper,33,"Christie's New York, Rockefeller Center",09/14/2006
Femmes dans un intérieur,"$9,600","$5,000","$7,000",Inscribed and Signed,"9.50"" x 12.25""",1878-1884,Charcoal / Paper,34,"Christie's New York, Rockefeller Center",09/14/2006
Etudes,"$9,600","$6,000","$8,000",Stamped,"7.88"" x 13.00""",1876,Crayon / Paper,37,"Christie's New York, Rockefeller Center",09/14/2006
Personnages,"$9,000","$6,000","$8,000",Stamped,"8.63"" x 6.63""",not given,Watercolor and pencil / Paper,38,"Christie's New York, Rockefeller Center",09/14/2006
Cottage in the Jungle,"$9,600","$8,000","$10,000",Signed Lower Left,"5.38"" x 7.20""",not given,Pencil / Paper,1,Sotheby's New York,09/12/2006
PAYSAGE,"$7,760","$3,693","$5,540",Stamped,"3.54"" x 5.51""",not given,Gouache / Paper,116,"Sotheby's London, Olympia",07/11/2006
SCÈNE D'INTÉRIEUR,"$14,400","$12,930","$16,620",Signed Initials,"9.06"" x 10.43""",c. 1870,Charcoal / Paper,133,"Sotheby's London, Olympia",07/11/2006
Trois figures,"$3,826","$3,679","$4,415",Stamped,"6.69"" x 6.69""",not given,Crayon / Paper,249,Martin & Chausselat,07/02/2006
Peche,"$11,480","$8,830","$11,780",Signed Monogram,"9.45"" x 17.72""",not given,Ink / Paper,5,"Tajan, Paris",06/28/2006
Paysage au soleil couchant,"$97,750","$75,000","$95,000",Signed Initials,"10.63"" x 22.44""",not given,Gouache / Paper,133,Matsart Auctioneers & Appraisers,06/25/2006
Paysage aux deux paysannes,"$33,080","$41,350","$57,890",Stamped,"9.06"" x 14.17""",not given,Ink / Paper,409,"Christie's London, King Street",06/22/2006
Femme au baluchon,"$8,270","$8,270","$11,580",Stamped,"9.06"" x 7.09""",not given,Charcoal,412,"Christie's London, King Street",06/22/2006
Homme portant deux paniers,"$9,920","$6,620","$9,920",unknown,"7.87"" x 10.63""",1854,Charcoal,413,"Christie's London, King Street",06/22/2006
"Vase de fleurs, tulipes et genêts","$281,930","$240,290","$320,380",Signed and Dated,"16.14"" x 12.99""",1900,Oil / Canvas,230,"Christie's London, King Street",06/21/2006
"Femme en chemise, près d'un lit","$263,990","$224,270","$288,340",Stamped,"16.10"" x 12.99""",c.1896,Oil / Canvas,243,"Christie's London, King Street",06/21/2006
LES COTEAUX DE THIERCEVILLE,"$48,700","$46,120","$64,560",Signed Lower Right,"7.87"" x 12.13""",1889-90,Pastel / Linen,102,"Sotheby's London, New Bond Street",06/20/2006
PAYSAGE PRÈS DE CHAILLY,-not sold-,"$14,760","$22,140",Unavailable,"12.01"" x 18.50""",not given,Charcoal and white chalk / Paper,103,"Sotheby's London, New Bond Street",06/20/2006
"La vallée de la Seine aux Damps, jardin d'Octave Mirbeau","$1,537,820","$640,760","$961,140",Signed and Dated,"25.59"" x 36.42""",1892,Oil / Canvas,104,"Christie's London, King Street",06/20/2006
"Le Pont Boïeldieu et la gare d'Orléans, Rouen, matin, cinq heures","$2,524,590","$1,922,280","$2,563,040",Signed and Dated,"25.35"" x 31.69""",1898,Oil / Canvas,106,"Christie's London, King Street",06/20/2006
"Le Potager du manoir d'Ango, Varengeville, soleil couchant","$1,806,940","$1,601,900","$2,402,850",Signed and Dated,"25.51"" x 21.38""",1899,Oil / Canvas,111,"Christie's London, King Street",06/20/2006
ÉTUDE POUR 'PAYSANNE RAMASSANT DE L'HERBE',-not sold-,"$36,890","$55,340",Signed Lower Right,"25.79"" x 19.02""",c.1881,Charcoal / Paperboard,111,"Sotheby's London, New Bond Street",06/20/2006
LA PROMENADE SUR LE CHEMIN,-not sold-,"$46,120","$64,560",Signed Lower Right,"12.09"" x 18.70""",c. 1880-85,Charcoal / Paper,112,"Sotheby's London, New Bond Street",06/20/2006
FEMME COUSANT,"$172,660","$119,910","$156,800",Signed Lower Left,"9.84"" x 7.87""",1881,Gouache / Paper,113,"Sotheby's London, New Bond Street",06/20/2006
LA VACHÈRE,"$132,820","$110,680","$147,580",Signed Lower Right,"10.20"" x 6.42""",c. 1880,Oil / Paper,304,"Sotheby's London, New Bond Street",06/20/2006
La vachere,"$99,230","$99,230","$132,310",Inscribed and Signed,"10.24"" x 6.30""",1880,Paper,304,"Sotheby's London, New Bond Street",06/20/2006
"PROMENADE AU BORD DE L'EAU, PONTOISE",-not sold-,"$258,260","$332,050",Signed Lower Left,"8.58"" x 10.75""",1877,Oil / Canvas,311,"Sotheby's London, New Bond Street",06/20/2006
VUE SUR LE VILLAGE DE BAZINCOURT,"$429,480","$370,240","$555,360",Signed Lower Left,"6.06"" x 9.37""",1889,Oil / Panel,5,"Sotheby's London, New Bond Street",06/19/2006
"LES PEUPLIERS, MATIN, ÉRAGNY","$4,472,500","$1,480,960","$2,221,440",Signed Lower Right,"21.26"" x 25.59""",1893,Oil / Canvas,7,"Sotheby's London, New Bond Street",06/19/2006
"RUE DE L'HERMITAGE, PONTOISE","$1,300,280","$1,480,960","$1,851,200",Signed Lower Left,"14.84"" x 18.11""",1879,Oil / Canvas,8,"Sotheby's London, New Bond Street",06/19/2006
LE JARDIN D'ÉRAGNY,"$968,550","$1,110,720","$1,480,960",Signed Lower Right,"23.54"" x 28.74""",c. 1895,Oil / Canvas,27,"Sotheby's London, New Bond Street",06/19/2006
"PAYSAGE AVEC MAISONS ET MUR DE CLÔTURE, GIVRE ET BRUME, ÉRAGNY","$533,150","$647,920","$833,040",Signed Lower Left,"18.11"" x 21.65""",1892,Oil / Canvas,34,"Sotheby's London, New Bond Street",06/19/2006
Feuille d'esquisses prises d'un hotel sur la rue,"$17,420",n/a,"$19,350",Stamped,"7.09"" x 9.06""",not given,Watercolor / Paper,684,Galerie Kornfeld and Cie,06/15/2006
Paysage,"$5,890","$1,471","$2,207",Inscribed,"3.54"" x 6.30""",not given,Pencil / Paper,40,Christie's Paris,05/24/2006
"Landscape in Venezuela, saman","$27,000","$25,000","$30,000",Inscribed,"23.00"" x 31.00""",not given,Pencil / Paper,82,Sotheby's New York,05/24/2006
"PAISAJE DE VENEZUELA, SAMÁN","$32,400","$25,000","$30,000",Inscribed,"22.88"" x 31.13""",c.1852-54,Pencil / Paper,82,Sotheby's New York,05/24/2006-05/25/2006
Paysage avec une route pour un lac,"$6,000","$6,000","$9,000",Signed Initials,"9.00"" x 13.00""",not given,Chalk,1101,Doyle New York,05/23/2006
Paysage Vallonne En Hiver,"$318,400","$300,000","$500,000",Signed Lower Right,"15.38"" x 22.00""",1875,Oil / Canvas,7,Sotheby's New York,05/03/2006
Les dernières gerbes,"$28,800","$15,000","$20,000",Signed Lower Left,"7.75"" x 10.00""",not given,Watercolor and gouache / Paper,201,"Christie's New York, Rockefeller Center",05/03/2006
Sortie de bois,"$50,400","$20,000","$30,000",Signed Initials,"11.38"" x 8.75""",not given,Pencil / Paper,202,"Christie's New York, Rockefeller Center",05/03/2006
Eragny,"$36,000","$25,000","$35,000",Signed and Titled,"9.00"" x 11.50""",1890,Watercolor  and Conte Crayon / Paper,209,"Christie's New York, Rockefeller Center",05/03/2006
Le Père Melon allumant sa pipe,"$240,000","$150,000","$200,000",Signed Lower Right,"22.25"" x 18.00""",c. 1879-1880,Pastel / Paper,215,"Christie's New York, Rockefeller Center",05/03/2006
Le clocher de Bazincourt,"$192,000","$150,000","$200,000",Signed Lower Right,"13.75"" x 10.63""",c.1885,Oil / Canvas,302,"Christie's New York, Rockefeller Center",05/03/2006
"L'Eglise Saint-Jacques, Dieppe, matin, soleil","$2,256,000","$2,000,000","$3,000,000",Signed and Dated,"28.75"" x 36.25""",1901,Oil / Canvas,5,"Christie's New York, Rockefeller Center",05/02/2006
"Etude de paysanne en plein air, bêchant","$1,864,000","$1,000,000","$1,500,000",Signed and Dated,"25.50"" x 21.75""",1882,Oil / Canvas,8,"Christie's New York, Rockefeller Center",05/02/2006
FEMME AU BALUCHON,"$8,810","$3,495","$5,240",Signed Monogram,"7.87"" x 7.09""",1884,Mixed Media / Paper,38,"Sotheby's London, Olympia",03/23/2006
LES AMOUREUX,"$6,290","$3,495","$5,240",Signed Initials,"4.96"" x 5.08""",not given,Mixed Media / Paper,39,"Sotheby's London, Olympia",03/23/2006
Le petit mulet,"$3,679","$4,415","$5,890",Signed Monogram,"4.72"" x 4.72""",not given,Pencil / Paper,32,Millon & Associes,03/22/2006
Les ramasseuses de legumes dans un champs,"$1,324",n/a,n/a,Signed Monogram,"3.15"" x 5.51""",not given,Wash / Paper,411,Millon & Associes,03/08/2006
Une femme avec un ane,"$9,500","$8,000","$10,000",Stamped,"8.00"" x 7.00""",not given,Charcoal,16,"Christie's New York, Rockefeller Center",03/01/2006
Une femme avec un âne,"$11,400","$8,000","$10,000",Stamped,"8.63"" x 6.75""",not given,Charcoal / Paper,16,"Christie's New York, Rockefeller Center",03/01/2006
Lavandieres,"$24,810","$24,810","$33,080",Stamped,"24.80"" x 18.90""",not given,Charcoal,506,"Christie's London, King Street",02/09/2006
FEMME AGENOUILLEÉ,"$54,520","$31,450","$43,690",Signed Lower Left,"18.11"" x 13.50""",not given,Mixed Media / Paper,106,"Sotheby's London, New Bond Street",02/08/2006
SEPT PORTEUSES DE FAGOTS,"$8,390","$6,990","$10,480",Signed Lower Right,"10.00"" x 7.09""",not given,Pencil / Paper,109,"Sotheby's London, New Bond Street",02/08/2006
JARDIN À ERAGNY,-not sold-,"$174,740","$262,110",Unavailable,"21.46"" x 25.59""",c. 1899,Oil / Canvas,319,"Sotheby's London, New Bond Street",02/08/2006
